OBJECTID,CNSTRNT_TYPE_CD,TRVL_DRCT_CD,RTE_NM,CNSTRNT_DELAY_FLAG,CNSTRNT_DETOUR_FLAG,RDWAY_NM,CNSTRNT_METRO_FLAG,LMT_FROM_DSCR,LMT_TO_DSCR,COND_DSCR,FROM_RMKR_NBR,FROM_DISP_MS,TO_RMKR_NBR,TO_DISP_MS,CREATE_TS,ROW_UPDT_STAT_FLAG,TXDOT_COUNTY_NBR,HCRS_CNTYWIDE_FLAG,COND_START_TS,COND_END_TS,Latitude,Longitude
881,Z,EW,BU0090Y,N,N,,N,0.624 Miles East of FM1006 on BU0090Y,,The roadway is closed due to flooding. Use alternate route,444,-0.873,444,-0.873,3/21/2016 13:22,0,181,,3/21/2016 13:20,3/22/2016 15:00,30.09316058,-93.72709573
882,F,E,IH0410,Y,Y,,Y,670.56 Feet West of IH0035 on IH0410,,Water over roadway. Motorists should expect delays. Use alternate routeWATER ON ROAD: LP-410 EASTBOUND MAIN LANES ARE CLOSED AT IH-35(PAST AUSTIN HIGHWAY).  USE ALTERNATE ROUTE. ,26,0.736,26,0.736,4/13/2016 0:25,0,15,,4/13/2016 0:21,4/13/2016 3:00,29.52070742,-98.3964272
883,F,NS,FM0004,Y,N,,N,459.36 Feet East of FM2803 on FM0004,,Water over roadway. Water over Roadway,294,-0.263,294,-0.263,4/17/2016 13:55,1,182,,4/17/2016 13:48,4/17/2016 16:00,32.52558709,-98.17654319
884,F,EW,SH0254,N,N,,N,0.91 Miles East of SS0397 on SH0254,,Water over roadway. Water over Road at Keechi Creek,512,-0.527,512,-0.527,4/17/2016 13:58,1,182,,4/17/2016 13:55,4/17/2016 16:00,32.94031617,-98.22030437
885,F,EW,RM3137,N,N,,N,2.302 Miles West of FM0004 on RM3137,,Water over roadway. Water over Roadway at Lake Palo Pinto Causeway. ,502,-0.894,502,-0.894,4/17/2016 14:00,1,182,,4/17/2016 13:58,4/17/2016 16:00,32.66457615,-98.30580928
886,F,NS,FM1829,N,N,,N,0.953 Miles North of SH0036 on FM1829,,Water over roadway. Use alternate routeFlooding Water over the road at the Leon River Bridge,364,0.521,364,0.521,4/18/2016 0:41,1,50,,4/18/2016 0:40,4/19/2016 8:00,31.33585506,-97.6428584
887,F,NS,SH0101,N,N,,N,89.76 Feet North of FM3264 on SH0101,,Water over roadway. Motorists should expect delays. Water over roadway.  Please use caution driving through water over roadway. ,226,0.024,226,0.024,4/18/2016 8:11,0,169,,4/18/2016 8:07,4/18/2016 17:00,33.43354299,-97.79855286
888,F,NS,FM1624,N,N,,N,6.76 Miles West of SH0021 on FM1624,,Water over roadway. ,438,-0.185,438,-0.185,4/18/2016 9:33,0,144,,4/18/2016 9:29,4/19/2016 12:00,30.30965312,-97.05312951
889,Z,E,IH0010,N,N,,N,723.36 Feet East of SL0008 on IH0010,,The roadway is closed due to flooding. The roadway is closed due to high water. Closed Exit ramp for Dell Dale due to flooded frontage road,781,0.34,781,0.34,4/18/2016 9:33,0,102,,4/18/2016 9:30,4/18/2016 13:00,29.77156588,-95.15133384
890,F,EW,SH0225,N,N,,N,2.903 Miles East of IH0610 on SH0225,,Water over roadway. Detour to the frontage roadMain lanes in both directions are impassable due to flooding. ,690,-0.179,690,-0.179,4/18/2016 9:41,1,102,,4/18/2016 9:35,4/18/2016 13:00,29.71019906,-95.22000189
891,F,S,SL0008,N,N,,N,1.184 Miles South of US0090 on SL0008,,Water over roadway. High water on exit ramp for Wallisville. ,744,2.371,744,2.371,4/18/2016 9:46,0,102,,4/18/2016 9:41,4/18/2016 13:00,29.81353181,-95.16393012
892,F,W,SL0008,N,N,,N,0.617 Miles West of SH0035 on SL0008,,"Frontage road only, main lanes are open. Water over roadway. Bridge at Mykawa in the u-turn completely under water.  ",692,-0.413,692,-0.413,4/18/2016 10:40,0,102,,4/18/2016 10:34,4/18/2016 16:00,29.60043111,-95.29832746
893,F,NS,FM0366,N,N,,N,1071.84 Feet East of SH0347 on FM0366,,Water over roadway. FM 366 at SH 347 Flooded at Pump Station,448,0.077,448,0.077,4/18/2016 10:51,0,124,,4/18/2016 10:46,4/18/2016 16:30,29.98598549,-93.99895844
894,Z,S,IH0069,Y,N,,N,1.42 Miles East of FM0762 on IH0069,,"Entrance Ramp only. Motorists should expect delays. The roadway is closed due to high water. The entrance ramp from Williams Way Blvd to IH 69/US 59 S/B is closed due to high water.  This area is under construction, and the contractor is handling the closure. ",540,-0.961,540,-0.961,4/18/2016 11:15,0,80,,4/18/2016 11:08,4/18/2016 12:00,29.55433728,-95.72492408
895,Z,NS,FM0410,Y,Y,,N,0.556 Miles West of FS0410 on FM0410,,The roadway is closed due to high water. Water over the road. ,236,-0.573,236,-0.573,4/18/2016 11:47,0,194,,4/18/2016 11:46,4/19/2016 12:45,33.45426992,-95.27672016
896,F,S,IH0069,Y,N,,N,1.42 Miles East of FM0762 on IH0069,,"Entrance Ramp only. Motorists should expect delays. The entrance ramp from Williams Way Blvd to IH 69/US 59 S/B is closed due to high water.  This area is under construction, and the contractor is handling the closure. ",540,-0.961,540,-0.961,4/18/2016 12:03,0,80,,4/18/2016 12:01,4/18/2016 13:00,29.55433728,-95.72492408
897,Z,E,IH0010,N,N,,N,723.36 Feet East of SL0008 on IH0010,,The roadway is closed due to flooding. The roadway is closed due to high water. Closed Exit ramp for Dell Dale due to flooded frontage road,781,0.34,781,0.34,4/18/2016 12:30,1,102,,4/18/2016 12:26,4/18/2016 16:00,29.77156588,-95.15133384
898,F,S,IH0069,Y,N,,N,1.42 Miles East of FM0762 on IH0069,,"Motorists should expect delays. The entrance ramp from Williams Way Blvd to IH 69/US 59 S/B is closed due to high water.  This area is under construction, and the contractor is handling the closure. ",540,-0.961,540,-0.961,4/18/2016 13:50,0,80,,4/18/2016 13:49,4/18/2016 17:00,29.55433728,-95.72492408
899,Z,EW,FM0529,Y,Y,,Y,52.8 Feet East of US0290 on FM0529,,The roadway is closed due to high water. FM 529 under US 290 is closed due to high water.   Detour to frontage road and U-turn. ,672,1.38,672,1.38,4/18/2016 13:58,0,102,,4/18/2016 13:56,4/19/2016 20:00,29.87970923,-95.56890961
900,F,NS,IH0610,N,N,,N,2.013 Miles West of UA0090 on IH0610,,"Frontage road only, main lanes are open. Low water crossings are flooding. MAIN LANES not affected. 3 lanes northbound and southbond of the frontage road at Brasewood are flooded.   Mainlanes NOT affected. ",5,-0.024,5,-0.024,4/18/2016 14:56,1,102,,4/18/2016 14:57,4/19/2016 0:00,29.68138749,-95.45839773
901,F,E,IH0010,N,N,,N,1.248 Miles West of IH0045 on IH0010,,Main lanes closed. The roadway is closed due to flooding. The roadway is closed due to high water. mainlanes EASTBOUND at Taylor Street closed due to flooding. ,767,0.205,767,0.205,4/18/2016 15:09,1,102,,4/18/2016 15:10,4/19/2016 0:00,29.77768259,-95.3813331
902,F,NS,FM3247,N,N,,N,95.04 Feet North of IH0010 on FM3247,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,450,0.014,450,0.014,4/18/2016 15:31,0,181,,4/18/2016 15:30,4/19/2016 15:00,30.12021246,-93.78549339
903,F,EW,IH0010,N,Y,,N,1.922 Miles West of SS0330 on IH0010,,Water over roadway. Frontage road closed in both directions due to high water.  Main lanes unaffected,786,-0.071,786,-0.071,4/18/2016 15:59,1,102,,4/18/2016 15:57,4/18/2016 18:00,29.79234403,-95.07962837
904,F,NS,SH0288,N,N,,N,73.92 Feet South of BS0288B on SH0288,,Travel discouraged. Water over roadway. Use alternate routeWater on the roadway at SH288@ BS288.  Please travel with caution. ,508,-0.606,508,-0.606,4/18/2016 16:30,1,20,,4/18/2016 16:28,4/19/2016 0:00,29.26119251,-95.44987748
905,F,S,IH0045,N,N,,N,1.428 Miles North of IH0010 on IH0045,,Main lanes closed. The roadway is closed due to flooding. Southbound mainlanes closed due to flooding. ,50,-0.126,50,-0.126,4/18/2016 20:28,1,102,,4/18/2016 20:25,4/19/2016 7:00,29.7900461,-95.37175374
906,F,W,IH0010,N,N,,N,2.936 Miles West of FM1463 on IH0010,,Center lane closed. Right lane closed. Water over roadway. ,736,0.035,736,0.035,4/19/2016 10:31,1,80,,4/19/2016 10:29,4/20/2016 0:00,29.77731623,-95.88124226
907,F,N,IH0069,N,N,,N,1.046 Miles South of FM0525 on IH0069,,MAIN LANES not affected. Water over roadway. ,500,-1.034,500,-1.034,4/19/2016 10:37,0,102,,4/19/2016 10:35,4/20/2016 0:00,29.91072888,-95.30958064
908,F,N,SH0249,N,N,,N,850.08 Feet South of BS0249B on SH0249,,"Frontage road only, main lanes are open. MAIN LANES not affected. Water over roadway. ",454,-0.333,454,-0.333,4/19/2016 10:48,0,102,,4/19/2016 10:47,4/20/2016 0:00,30.06664359,-95.62290978
909,F,W,FM2920,N,N,,N,1.896 Miles West of SH0249 on FM2920,,Main lanes closed. Water over roadway. Use alternate route,666,-3.829,666,-3.829,4/19/2016 10:50,1,102,,4/19/2016 10:49,4/20/2016 0:00,30.0798368,-95.66411147
910,F,W,SL0008,N,N,,N,1.614 Miles East of IH0045 on SL0008,,Water over roadway. Use alternate route,730,-0.759,730,-0.759,4/19/2016 11:19,0,102,,4/19/2016 11:18,4/20/2016 9:00,29.93873442,-95.38296079
911,Z,EW,FM0532,N,N,,N,2544.96 Feet West of FM0795 on FM0532,,The roadway is closed due to flooding. Closed at Peach Creek. ,562,0.004,562,0.004,4/19/2016 15:43,0,90,,4/19/2016 15:42,4/20/2016 14:30,29.55108069,-97.29637569
912,Z,EW,FM0532,N,N,,N,2544.96 Feet West of FM0795 on FM0532,,The roadway is closed due to flooding. Closed at Peach Creek. ,562,0.004,562,0.004,4/19/2016 21:42,0,90,,4/19/2016 21:39,4/21/2016 22:00,29.55108069,-97.29637569
913,Z,EW,IH0010,Y,N,,N,1.215 Miles West of US0090 on IH0010,,"The roadway is closed due to high water. Mainlanes and service roads are open, the crossover road under the mainlanes is the only spot closed.  This section connects the service roads. ",729,0.404,729,0.404,4/20/2016 8:47,0,237,,4/20/2016 8:41,4/20/2016 20:00,29.77879528,-96.00446688
914,F,EW,IH0010,Y,N,,N,1.215 Miles West of US0090 on IH0010,,"Frontage road only, main lanes are open. MAIN LANES not affected. Travel discouraged. Mainlanes and service roads are open, the crossover road under the mainlanes is the only spot closed.  This section connects the service roads. ",729,0.404,729,0.404,4/20/2016 9:04,0,237,,4/20/2016 9:01,4/20/2016 20:00,29.77879528,-96.00446688
915,F,NS,FM2393,N,N,,N,2.085 Miles East of FM1954 on FM2393,,Low water crossings are flooding. Water over roadway. Water over road,198,0.85,198,0.85,4/20/2016 11:31,1,39,,4/20/2016 11:30,4/21/2016 6:00,33.81369449,-98.36547835
916,F,S,IH0069,Y,Y,,N,0.966 Miles North of FM1960 on IH0069,,"Frontage road only, main lanes are open. southbound frontage road at Townsend Road is closed due to high water.   ",492,-0.879,492,-0.879,4/20/2016 12:25,1,102,,4/20/2016 12:23,4/20/2016 17:00,30.01806104,-95.26225114
917,Z,EW,FM0532,N,N,,N,2544.96 Feet West of FM0795 on FM0532,,The roadway is closed due to flooding. Closed at Peach Creek. ,562,0.004,562,0.004,4/21/2016 7:29,1,90,,4/21/2016 7:28,4/21/2016 12:00,29.55108069,-97.29637569
918,F,W,IH0010,N,N,,N,1.922 Miles West of SS0330 on IH0010,,"Exit ramp closed. Frontage road only, main lanes are open. MAIN LANES not affected. Exit Ramp to Frontage Road only closed at this time Westbound at Monmouth.  Water is still standing on service road that could be hazardous to the traveling public. ",786,-0.071,786,-0.071,4/21/2016 9:05,1,102,,4/21/2016 9:02,4/22/2016 13:30,29.79234403,-95.07962837
919,F,EW,FM2092,N,N,,N,1.3  Miles North of SH0029,,Low water crossings are flooding. Water over road at 10 mile low water crossing,424,0.09,424,0.09,4/21/2016 10:29,1,164,,4/21/2016 10:23,4/21/2016 20:00,30.88361534,-99.62966534
920,F,W,FM2920,Y,Y,,N,1.919 Miles West of SH0249 on FM2920,,Main lanes closed. Water over roadway. Use alternate routewestbound mainlanes @ Telge closed due to high water. ,666,-3.853,666,-3.853,4/21/2016 14:21,0,102,,4/21/2016 14:20,4/22/2016 9:00,30.07971651,-95.66449496
921,F,N,IH0045,Y,N,,N,396 Feet South of FM1488 on IH0045,,MAIN LANES not affected. Water over roadway. one frontage road lane closed @ FM 1488.   Proceed with caution.   ,81,0.051,81,0.051,4/21/2016 14:26,1,170,,4/21/2016 14:23,4/22/2016 9:00,30.23564228,-95.45872584
922,F,N,IH0045,Y,Y,,N,137.28 Feet North of SH0242 on IH0045,,"Frontage road only, main lanes are open. MAIN LANES not affected. Water over roadway. northbound SH242 frontage road closed due to high water.  ",79,0.426,79,0.426,4/21/2016 14:30,0,170,,4/21/2016 14:26,4/22/2016 9:00,30.20780974,-95.45624113
923,F,EW,FM0096,N,N,,N,1.097 Miles West of US0059 on FM0096,,Water over roadway. Travel with caution,742,0.718,742,0.718,4/30/2016 4:16,0,34,,4/30/2016 4:15,4/30/2016 10:00,33.16157173,-94.16672963
924,F,EW,FM0249,N,N,,N,0.674 Miles West of FM3129 on FM0249,,Water over roadway. travel with caution,742,0.832,742,0.832,4/30/2016 4:18,0,34,,4/30/2016 4:16,4/30/2016 10:00,33.11269695,-94.07155848
925,F,EW,FM0096,N,N,,N,1.097 Miles West of US0059 on FM0096,,Water over roadway. Travel with caution,742,0.718,742,0.718,4/30/2016 8:01,1,34,,4/30/2016 8:00,4/30/2016 8:02,33.16157173,-94.16672963
926,F,EW,FM0249,N,N,,N,0.674 Miles West of FM3129 on FM0249,,Water over roadway. travel with caution,742,0.832,742,0.832,4/30/2016 8:03,0,34,,4/30/2016 8:02,4/30/2016 18:00,33.11269695,-94.07155848
927,F,EW,FM2625,N,N,,N,2.705 Miles East of US0059 on FM2625,,Water over roadway. Travel discouraged. Use alternate route,734,0.096,734,0.096,4/30/2016 11:11,1,103,,4/30/2016 11:04,4/30/2016 15:00,32.44713835,-94.30388194
928,F,W,FM0125,N,N,,N,3.231 Miles South of FM0251 on FM0125,,Water over roadway. Travel with caution ,748,-1.31,748,-1.31,5/2/2016 8:07,1,34,,5/2/2016 8:07,5/2/2016 17:00,32.91017076,-94.12183382
929,F,NS,IH0035,Y,Y,,N,0.6  Miles East of SL0337,,Water over roadway. Motorists should expect delays. Use alternate routeIH 35 NB/SB CLOSED AT MILE MARKER 183,183,-1,183,-1,5/18/2016 2:32,0,46,,5/18/2016 2:45,5/18/2016 10:00,29.65193356,-98.19164378
930,F,NS,IH0035,Y,Y,,N,0.6  Miles East of SL0337,,Water over roadway. IH 35 NB/SB CLOSED AT MILE MARKER 183,183,-1,183,-1,5/18/2016 5:18,1,46,,5/18/2016 5:17,5/18/2016 5:30,29.65193356,-98.19164378
931,F,NS,FM2673,N,N,,N,1.556 Miles West of FM3159 on FM2673,,"Water over roadway. Turn around, don't drown.   Water over Tom Creek bridge.   Roadway is closed until barricades are removed.   Drive safely. ",506,-0.911,506,-0.911,5/19/2016 9:20,1,46,,5/19/2016 9:13,5/19/2016 17:00,29.85657772,-98.28489831
932,F,NS,FM0437,Y,N,,N,2.9  Miles South of US0190,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,580,0.956,580,0.956,5/19/2016 12:51,0,166,,5/19/2016 12:47,5/19/2016 17:30,30.89036657,-97.23784635
933,F,NS,SH0101,N,N,,N,1235.52 Feet East of FM3264 on SH0101,,Water over roadway. Water over roadway on SH101 at Montague/Wise County Line.  TxDOT watching high water.  Please use caution. ,226,-0.193,226,-0.193,5/23/2016 11:54,1,169,,5/23/2016 11:52,5/23/2016 17:00,33.43566813,-97.79580088
934,F,N,SH0047,Y,N,,N,0.9  Miles East of FM1688,,Water over roadway. Travel discouraged. ,414,-0.26,414,-0.26,5/26/2016 17:14,0,21,,5/26/2016 16:58,5/30/2016 17:00,30.63255758,-96.44289461
935,F,EW,FM0158,N,N,,N,0  Miles West of FM1179,,Water over roadway. Travel discouraged. Use alternate route,620,-0.844,620,-0.844,5/26/2016 17:29,0,21,,5/26/2016 17:26,5/30/2016 17:00,30.67077709,-96.31792569
936,F,NS,FM2038,Y,N,,N,0  Miles North of FM0974,,Water over roadway. Travel discouraged. Use alternate route,618,-0.066,618,-0.066,5/26/2016 17:51,0,21,,5/26/2016 17:50,5/30/2016 17:00,30.82894103,-96.33473668
937,F,N,US0190,Y,N,,N,0.5  Miles East of SHOSR,,Water over roadway. Travel discouraged. Detour to the frontage roadClosed at Campbell Creek. ,668,-0.597,668,-0.597,5/26/2016 18:37,0,198,,5/26/2016 18:33,5/30/2016 17:00,30.7630662,-96.47996394
938,F,NS,SH0090,Y,N,,N,1.5  Miles North of FM1696,,Water over roadway. Travel discouraged. Use alternate routeRoad closed at CR 117. ,402,0.241,402,0.241,5/26/2016 18:41,0,94,,5/26/2016 18:39,5/30/2016 17:00,30.79106193,-95.94924845
939,F,EW,FM1696,Y,N,,N,3  Miles West of FM0039,,Water over roadway. Travel discouraged. Use alternate route,646,-0.98,646,-0.98,5/26/2016 18:44,0,94,,5/26/2016 18:41,5/30/2016 17:00,30.79726366,-96.0430145
940,F,EW,SHOSR,Y,N,,N,2  Miles North of FM0046,,Water over roadway. Travel discouraged. Use alternate route,620,-0.691,620,-0.691,5/26/2016 18:47,0,198,,5/26/2016 18:45,5/30/2016 17:00,30.84017175,-96.39873017
941,F,N,US0190,Y,N,,N,0.5  Miles East of SHOSR,,"Water over roadway. Travel discouraged. Use alternate routeUS 190 at Campbell's Creek is down to 1 lane of traffic.  Be prepared to stop, expect delays. ",668,-0.597,668,-0.597,5/26/2016 18:59,0,198,,5/26/2016 18:54,5/27/2016 0:00,30.7630662,-96.47996394
942,F,S,SH0006,Y,N,,N,1  Miles North of BS0006S,,Water over roadway. Travel discouraged. Use alternate routeSouthbound lanes closed at Grassy Creek. ,616,0.777,616,0.777,5/26/2016 19:03,0,94,,5/26/2016 18:59,5/30/2016 17:00,30.33416828,-96.04749018
943,Z,NS,FM1774,Y,N,,N,1.8  Miles West of FM2819,,The roadway is closed due to flooding. ,426,-0.977,426,-0.977,5/26/2016 19:17,0,94,,5/26/2016 19:16,5/30/2016 17:00,30.46952661,-95.95037246
944,Z,EW,FM1696,Y,N,,N,3  Miles West of FM0039,,The roadway is closed due to flooding. ,646,-0.98,646,-0.98,5/26/2016 19:23,0,94,,5/26/2016 19:20,5/30/2016 17:00,30.79726366,-96.0430145
945,Z,EW,SH0021,Y,N,,N,2.5  Miles West of FM2548,,The roadway is closed due to flooding. Road closed at Youngs Creek. ,692,0.752,692,0.752,5/26/2016 19:34,0,154,,5/26/2016 19:27,5/30/2016 17:00,31.05652234,-95.7226255
946,Z,EW,FM0158,Y,N,,N,0  Miles West of FM1179,,The roadway is closed due to flooding. ,620,-0.844,620,-0.844,5/26/2016 19:56,0,21,,5/26/2016 19:51,5/30/2016 17:00,30.67077709,-96.31792569
947,Z,EW,US0190,Y,N,,N,0.3  Miles East of BS0021H,,The roadway is closed due to flooding. ,672,-1.01,672,-1.01,5/26/2016 19:57,0,21,,5/26/2016 19:51,5/30/2016 17:00,30.74308788,-96.31539718
948,Z,EW,SHOSR,Y,N,,N,2  Miles North of FM0046,,The roadway is closed due to flooding. ,620,-0.691,620,-0.691,5/26/2016 19:58,0,198,,5/26/2016 19:51,5/30/2016 17:00,30.84017175,-96.39873017
949,F,EW,FM0125,N,N,,N,1335.84 Feet East of US0059 on FM0125,,Water over roadway. Travel with caution.  ,730,0.54,730,0.54,3/8/2016 16:28,0,34,,3/8/2016 16:26,3/9/2016 9:00,33.00214114,-94.35667112
950,F,EW,FM0125,N,N,,N,3.671 Miles East of US0059 on FM0125,,Water over roadway. Travel with caution,734,-0.073,734,-0.073,3/8/2016 16:30,0,34,,3/8/2016 16:28,3/9/2016 12:00,32.97341226,-94.3087337
951,F,NS,SL0236,N,N,,N,2006.4 Feet South of US0059 on SL0236,,Water over roadway. Travel with caution,232,0.325,232,0.325,3/8/2016 16:31,0,34,,3/8/2016 16:30,3/9/2016 12:00,33.1555367,-94.14940864
952,F,EW,FM0125,N,N,,N,2.226 Miles South of FM0251 on FM0125,,Water over roadway. Travel with caution,748,-0.305,748,-0.305,3/9/2016 4:39,0,34,,3/9/2016 4:37,3/9/2016 17:00,32.9219279,-94.11191597
953,F,EW,FM0125,N,N,,N,1.303 Miles West of FM0248 on FM0125,,Water over roadway. Travel with caution,736,0.621,736,0.621,3/9/2016 4:47,1,34,,3/9/2016 4:46,3/9/2016 17:00,32.95261423,-94.2693596
954,F,EW,FM0125,N,N,,N,1320 Feet East of US0059 on FM0125,,Water over roadway. Travel with caution,730,0.537,730,0.537,3/9/2016 4:50,1,34,,3/9/2016 4:47,3/9/2016 17:00,33.00216956,-94.35671039
955,F,NS,SL0236,N,N,,N,2090.88 Feet South of US0059 on SL0236,,Water over roadway. Travel with caution,232,0.341,232,0.341,3/9/2016 4:52,1,34,,3/9/2016 4:50,3/9/2016 17:00,33.15530084,-94.14939274
956,F,EW,SH0011,N,N,,N,0.538 Miles East of FM0130 on SH0011,,Water over roadway. Travel with caution,754,0.861,754,0.861,3/9/2016 7:19,0,34,,3/9/2016 7:17,3/9/2016 17:00,32.99891723,-94.43219914
957,F,E,SH0031,Y,N,,N,0  Miles West of FM1803,,Motorists should expect delays. Reports of Flooding ON SH 31 East Bound Lanes.  Find Alt Route. ,672,-0.305,672,-0.305,3/9/2016 7:20,0,108,,3/9/2016 7:15,3/9/2016 12:00,32.2848859,-95.71883432
958,Z,EW,US0287,N,N,,N,1.067 Miles North of FM0860 on US0287,,The roadway is closed due to flooding. Use alternate route,582,0.379,582,0.379,3/9/2016 7:36,0,1,,3/9/2016 7:25,3/10/2016 10:00,31.88195171,-95.86967354
959,Z,EW,US0287,Y,Y,,N,1.067 Miles North of FM0860 on US0287,,The roadway is closed due to flooding. Use alternate route,582,0.379,582,0.379,3/9/2016 7:37,0,1,,3/9/2016 7:36,3/10/2016 10:00,31.88195171,-95.86967354
960,F,S,US0287,Y,N,,N,0.5  Miles West of SH0309,,Water over roadway. Water over roadway at open field areas and is going down now just in southbound lane. ,560,-1,560,-1,3/9/2016 7:37,0,175,,3/9/2016 7:45,3/9/2016 11:00,32.01271423,-96.1748287
961,Z,EW,FM0321,Y,Y,,N,1.842 Miles East of FM2706 on FM0321,,The roadway is closed due to flooding. Use alternate route,642,0.402,642,0.402,3/9/2016 7:40,0,1,,3/9/2016 7:37,3/10/2016 10:00,31.85488225,-95.88233518
962,Z,EW,SH0294,Y,Y,,N,1261.92 Feet East of US0079 on SH0294,,The roadway is closed due to flooding. Use alternate route,652,0.091,652,0.091,3/9/2016 7:41,0,1,,3/9/2016 7:40,3/10/2016 10:00,31.65249842,-95.76501653
963,F,EW,FM1844,Y,N,,N,1953.6 Feet North of US0271 on FM1844,,Water over roadway. Water over the road on FM 1844 just East of US271,696,0.293,696,0.293,3/9/2016 8:52,0,230,,3/9/2016 8:45,3/9/2016 23:45,32.57653842,-94.91563474
964,F,NS,SH0155,Y,N,,N,1.518 Miles West of FM1404 on SH0155,,Water over roadway. Water over the roadway on SH 155 South at Lemon Rd. ,294,-0.228,294,-0.228,3/9/2016 8:57,0,230,,3/9/2016 8:52,3/9/2016 23:45,32.64824775,-95.03603012
965,F,EW,FM0123,N,N,,N,0.912 Miles West of FM0031 on FM0123,,Low water crossings are flooding. Water over roadway. Travel discouraged. Water over roadway. ,740,-0.03,740,-0.03,3/9/2016 9:02,1,183,,3/9/2016 9:01,3/9/2016 16:00,32.23349708,-94.18553992
966,F,NS,US0079,Y,N,,N,1.031 Miles West of FM0009 on US0079,,Low water crossings are flooding. Water over roadway. Travel discouraged. Water is over roadway,290,0.109,290,0.109,3/9/2016 9:08,1,183,,3/9/2016 9:07,3/9/2016 16:00,32.34812429,-94.10523415
967,F,NS,US0059,Y,N,,N,0.656 Miles North of BU0059D on US0059,,Water over roadway. Travel discouraged. Water is over roadway.   Travel with caution. ,314,0.127,314,0.127,3/9/2016 9:15,1,183,,3/9/2016 9:13,3/9/2016 16:00,32.1384692,-94.32825214
968,F,NS,BU0059D,N,N,,N,1953.6 Feet South of BU0079G on BU0059D,,Low water crossings are flooding. Water over roadway. Travel discouraged. Water over roadway. ,302,0.14,302,0.14,3/9/2016 9:19,1,183,,3/9/2016 9:15,3/9/2016 16:00,32.15140995,-94.33650351
969,F,NS,US0079,Y,N,,N,2581.92 Feet East of FM0959 on US0079,,Low water crossings are flooding. Water over roadway. Travel discouraged. Water over roadway.   Travel with caution. ,316,0.213,316,0.213,3/9/2016 9:22,1,183,,3/9/2016 9:21,3/9/2016 16:00,32.160526,-94.41248363
970,F,NS,FM1970,Y,N,,N,0.885 Miles West of FM1234 on FM1970,,Low water crossings are flooding. Water over roadway. Travel discouraged. Water over roadway.  Travel with caution. ,310,-0.49,310,-0.49,3/9/2016 9:25,1,183,,3/9/2016 9:23,3/9/2016 16:00,32.0574627,-94.44397343
971,F,EW,FM1794,Y,N,,N,1393.92 Feet East of US0059 on FM1794,,Low water crossings are flooding. Water over roadway. Travel discouraged. Water over roadway.   Travel with caution. ,732,0.284,732,0.284,3/9/2016 9:33,0,183,,3/9/2016 9:31,3/9/2016 16:30,32.2814547,-94.3458963
972,F,NS,FM1795,N,N,,N,2286.24 Feet North of FM0049 on FM1795,,Water over roadway. Water over the roadway on FM 1795 at Coon Creek between SH 154 and FM 49,266,-0.243,266,-0.243,3/9/2016 9:46,0,230,,3/9/2016 9:40,3/9/2016 23:45,32.7188003,-95.04575185
973,F,NS,FM1002,Y,N,,N,0.685 Miles West of SH0155 on FM1002,,Water over roadway. Water over the roadway on FM 1002 and Apsen Rd. ,272,1.168,272,1.168,3/9/2016 9:50,0,230,,3/9/2016 9:46,3/9/2016 23:45,32.61525204,-95.09525075
974,F,S,US0271,Y,N,,N,158.4 Feet South of FM0593 on US0271,,Water over roadway. Water over the roadway on US 271 at the intersection of US 271 and FM 593 in the South bound lane across from the Midway Truck Stop. ,276,0.957,276,0.957,3/9/2016 9:58,0,230,,3/9/2016 9:51,3/9/2016 23:45,32.85716306,-94.95174231
975,F,NS,FM3384,Y,N,,N,992.64 Feet South of US0271 on FM3384,,Water over roadway. Water over the roadway on FM 3384 at the intersection of FM 3384 and CR1312,246,0.149,246,0.149,3/9/2016 10:05,0,32,,3/9/2016 10:02,3/9/2016 23:45,32.97635735,-94.96465958
976,F,S,US0271,Y,N,,N,2.524 Miles North of SH0155 on US0271,,Water over roadway. Water over the roadway on US 271 just North of the TxDOT Office at Cypress Creek.  Most of the South bound lane is block. ,284,-1.002,284,-1.002,3/9/2016 12:36,0,230,,3/9/2016 12:31,3/9/2016 23:45,32.76962335,-94.94410287
977,F,NS,US0271,Y,N,,N,2.517 Miles North of SH0155 on US0271,,Water over roadway. Water over the roadway on US 271 just North of the TxDOT Office.  Both the North bound and South bounds lanes have water over the roadway. ,284,-0.995,284,-0.995,3/9/2016 13:12,0,230,,3/9/2016 13:07,3/9/2016 23:45,32.76952494,-94.94407209
978,F,NS,FM2263,Y,N,,N,1.398 Miles North of SH0155 on FM2263,,Water over roadway. Water over the roadway on FM 2263 just North of Bluebell Rd.  ,258,0.652,258,0.652,3/9/2016 14:53,1,230,,3/9/2016 14:48,3/9/2016 15:00,32.79463534,-94.9086905
979,F,NS,US0271,Y,Y,,N,2.517 Miles North of SH0155 on US0271,,Water over roadway. Road Closed --Water over the roadway on US 271 just North of the TxDOT Office.  Both the North bound and South bounds lanes have water over the roadway. ,284,-0.995,284,-0.995,3/9/2016 15:20,0,230,,3/9/2016 15:17,3/9/2016 23:45,32.76952494,-94.94407209
