FIPS,LWX_TYPE,OWNER,DET_LENGTH,OT_TYPE,COMMENTS,Add_source,COUNTY,ROAD,FLOWSOURCE,SOURCE,LAT,LONG,GRADE,LOCATION_1,SIGNAGE,OWNER_ID,Latitude,Longitude,ID
453,PEDESTRIAN CROSSING,CITY,0,RIVERINE,SLAUGHTER CRK METRO PARK,NA,TRAVIS,UNNAMED ST,"SLAUGHTER CREEK, TRIB 4",FIS,30.18604786,-97.8657695,NA,NA,NONE,NA,30.18604786,-97.8657695,A04426
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,E 51 ST,FORT BRANCH CREEK,FIS,30.29719181,-97.6851339,NA,NA,NONE,142270B00132016,30.29719181,-97.6851339,A04427
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,SPRINGDALE RD,FORT BRANCH CREEK,FIS,30.29086667,-97.67936321,NA,NA,NONE,142270B01388001,30.29086667,-97.67936321,A04428
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,ROGGE LN,FORT BRANCH CREEK,FIS,30.30729664,-97.6922038,NA,NA,NONE,NA,30.30729664,-97.6922038,A04429
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,GREENBROOK PKWY,FORT BRANCH CREEK,FIS,30.30567591,-97.69131114,NA,NA,NONE,142270B02231001,30.30567591,-97.69131114,A04430
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,WESTMINISTER DR,FORT BRANCH CREEK,FIS,30.30600318,-97.68903212,NA,NA,NONE,142270B01548001,30.30600318,-97.68903212,A04431
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,GLENCREST DR,FORT BRANCH CREEK,FIS,30.31821723,-97.69434319,NA,NA,ADV_WARN,NA,30.31821723,-97.69434319,A04432
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,BRIARCLIFF BLVD,FORT BRANCH CREEK,FIS,30.31490884,-97.69426266,NA,NA,NONE,142270B00297001,30.31490884,-97.69426266,A04433
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,REXFORD DR,"FORT BRANCH CREEK, TRIB 1",FIS,30.3029783,-97.67999952,NA,NA,NONE,NA,30.3029783,-97.67999952,A04434
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,ROGGE LN,"FORT BRANCH CREEK, TRIB 1",FIS,30.30373868,-97.67963085,NA,NA,NONE,NA,30.30373868,-97.67963085,A04435
453,BRIDGE CLASS,TXDOT,0,RIVERINE,WATCH FOR WATER OVER RD,NA,TRAVIS,WELLINGTON PL,"FORT BRANCH CREEK, TRIB 2",FIS,30.30964806,-97.68740163,NA,NA,ADV_WARN,142270B01533001,30.30964806,-97.68740163,A04436
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,ROGGE LN,"FORT BRANCH CREEK, TRIB 2",FIS,30.30761955,-97.68775889,NA,NA,NONE,NA,30.30761955,-97.68775889,A04437
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,SPICEWOOD SPRINGS RD,FOSTER BRANCH,FIS,30.36772643,-97.75403727,NA,NA,NONE,NA,30.36772643,-97.75403727,A04438
453,BRIDGE CLASS,TXDOT,0,RIVERINE,FIS STUDY MAY BE OLDER STR,NA,TRAVIS,CAMERON RD,"GILLELAND CREEK, TRIB 2",FIS,30.38333986,-97.60240597,NA,NA,NONE,142270AA1479001,30.38333986,-97.60240597,A04439
453,VENTED FORD,CITY,0,RIVERINE,HARD TO TELL ON GOOGLE STR,NA,TRAVIS,BANTON RD,GRAYSON BRANCH,FIS,30.28756903,-97.70867767,NA,NA,NONE,NA,30.28756903,-97.70867767,A04440
453,BRIDGE CLASS,TXDOT,0,RIVERINE,ADV_WARN,NA,TRAVIS,HANCOCK DR,HANCOCK BRANCH,FIS,30.32336487,-97.74137682,NA,NA,ADV_WARN,142270B00690003,30.32336487,-97.74137682,A04441
453,BRIDGE CLASS,TXDOT,0,RIVERINE,HARD TO SEE SMALL CONC BOX/PIPE,NA,TRAVIS,BOYCE LN,HARRIS BRANCH,FIS,30.36036859,-97.60626141,NA,NA,NONE,142270AA1481002,30.36036859,-97.60626141,A04442
453,PEDESTRIAN CROSSING,COUNTY,0,RIVERINE,NA,NA,TRAVIS,FOOT BRIDGE,HARRIS BRANCH,FIS,30.42151827,-97.65550079,NA,NA,NONE,NA,30.42151827,-97.65550079,A04443
453,PEDESTRIAN CROSSING,COUNTY,0,RIVERINE,NA,NA,TRAVIS,FOOT BRIDGE,HARRIS BRANCH,FIS,30.42508048,-97.65820681,NA,NA,NV,NA,30.42508048,-97.65820681,A04444
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,CAMERON RD,"HARRIS BRANCH, TRIB 5",FIS,30.36520881,-97.61992192,NA,NA,NONE,NA,30.36520881,-97.61992192,A04445
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,LAKEWAY DR,HURST CREEK,FIS,30.35733092,-97.98262062,NA,NA,NONE,NA,30.35733092,-97.98262062,A04446
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,CLARA VAN RD,"HURST CREEK, TRIB 1",FIS,30.36847032,-97.95696836,NA,NA,NONE,NA,30.36847032,-97.95696836,A04447
453,VENTED FORD,CITY,0,RIVERINE,DIFFICULT TO LOCATE USED DIST FROM ENFIELD,NA,TRAVIS,FOOT BRIDGE,JOHNSON CREEK,FIS,30.27898842,-97.76916693,NA,NA,NONE,NA,30.27898842,-97.76916693,A04448
453,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,TRAVIS,GREAT DIVIDE DR,LITTLE BARTON CREEK,FIS,30.30513485,-97.95785059,NA,NA,GAUGE,NA,30.30513485,-97.95785059,A04449
453,BRIDGE CLASS,TXDOT,0,RIVERINE,BRIDGE WILL OVERTOP 3 TO 4 GATES,NA,TRAVIS,LOW WATER CROSSING RD,COLORADO RIVER,FIS,30.38814577,-97.91326166,NA,NA,NONE,142270B05740001,30.38814577,-97.91326166,A04450
453,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,TRAVIS,COLTON RD,COTTONMOUTH CREEK,FIS,30.17348538,-97.68924798,NA,NA,GAUGE,NA,30.17348538,-97.68924798,A04451
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,DEE GABRIEL COLLINS RD,COTTONMOUTH CREEK,FIS,30.17209726,-97.70091072,NA,NA,NONE,142270AA1729001,30.17209726,-97.70091072,A04452
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,COLTON BLUFF SPRINGS RD,COTTONMOUTH CREEK,FIS,30.15560735,-97.72175125,NA,NA,NONE,142270AA1764002,30.15560735,-97.72175125,A04453
453,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,TRAVIS,SASSMAN RD,COTTONMOUTH CREEK,FIS,30.14167377,-97.72795646,NA,NA,NONE,NA,30.14167377,-97.72795646,A04454
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,GROVE DR,COUNTRY CLUB CREEK EAST,FIS,30.24277491,-97.69461326,NA,NA,NV,142270B00676001,30.24277491,-97.69461326,A04455
453,VENTED FORD,TXDOT,0,RIVERINE,CONC PIPES NEW CONSTRUCTION IN AREA,NA,TRAVIS,FM 2769,"CYPRESS CREEK, TRIB 2",FIS,30.45016765,-97.85427536,NA,NA,NONE,NA,30.45016765,-97.85427536,A04456
453,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,TRAVIS,WYLDWOOD RD,DANZ CREEK,FIS,30.17589898,-97.86261959,NA,NA,NONE,NA,30.17589898,-97.86261959,A04457
453,UNVENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,PRIVATE RD,DANZ CREEK,FIS,30.17739192,-97.90553152,UNKNOWN,NA,NV,NA,30.17739192,-97.90553152,A04458
453,VENTED FORD,COUNTY,0,RIVERINE,DWNSTRM OF SH 45,NA,TRAVIS,PRIVATE RD,DANZ CREEK,FIS,30.17762018,-97.87440969,NA,NA,NV,NA,30.17762018,-97.87440969,A04459
453,VENTED FORD,TXDOT,0,RIVERINE,2 CONC PIPES,NA,TRAVIS,FM 1826,DANZ CREEK,FIS,30.19546434,-97.92287364,NA,NA,NONE,NA,30.19546434,-97.92287364,A04460
453,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,TRAVIS,ARTERIAL 11,DANZ CREEK,FIS,30.17545975,-97.88417005,UNKNOWN,NA,NV,NA,30.17545975,-97.88417005,A04461
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,MOUNT BONNELL RD,DRY CREEK NORTH,FIS,30.33638265,-97.77640201,NA,NA,NONE,142270B01021003,30.33638265,-97.77640201,A04462
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,HIGHLAND HILLS DR,DRY CREEK NORTH,FIS,30.34544482,-97.7574945,NA,NA,NONE,NA,30.34544482,-97.7574945,A04463
453,VENTED FORD,CITY,0,RIVERINE,DIFFICULT TO LOCATE,NA,TRAVIS,DRY CREEK DR,"DRY CREEK NORTH, TRIB 4",FIS,30.34383507,-97.76554584,NA,NA,NONE,NA,30.34383507,-97.76554584,A04464
453,VENTED FORD,TXDOT,0,RIVERINE,NA,NA,TRAVIS,FM 2244 (BEE CAVES RD),DRY CREEK,FIS,30.27064876,-97.79260211,NA,NA,NONE,NA,30.27064876,-97.79260211,A04465
453,VENTED FORD,CITY,0,RIVERINE,A DO NOT PARK SIGN ON IT/GATES,NA,TRAVIS,EDGEGROVE DR,DRY CREEK,FIS,30.27202025,-97.78897142,NA,NA,ADV_WARN,NA,30.27202025,-97.78897142,A04466
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,WALSH TARLTON DR,DRY CREEK,FIS,30.26914248,-97.80427632,NA,NA,NONE,142270B04130001,30.26914248,-97.80427632,A04467
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,SANDERLING TRL,DRY CREEK,FIS,30.27321768,-97.80610473,NA,NA,NONE,142270B05660001,30.27321768,-97.80610473,A04468
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,CAMP CRAFT RD,DRY CREEK,FIS,30.27999924,-97.81197526,NA,NA,GAUGE,NA,30.27999924,-97.81197526,A04469
453,UNVENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,EANES SCHOOL RD,DRY CREEK,FIS,30.28118561,-97.81287333,UNKNOWN,NA,NV,NA,30.28118561,-97.81287333,A04470
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,SUNDOWN PKWY,DRY CREEK,FIS,30.28975631,-97.8204907,NA,NA,NONE,NA,30.28975631,-97.8204907,A04471
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NEAR BASTROP CL,NA,TRAVIS,RIVER RD,DRY CREEK,FIS,30.18875533,-97.51741085,NA,NA,NONE,142270AA1691001,30.18875533,-97.51741085,A04472
453,UNVENTED FORD,COUNTY,0,RIVERINE,JUST UPSTREAM OF RIVER RD-BASTROP,NA,TRAVIS,TUCKERHILL LN,DRY CREEK,FIS,30.18947452,-97.51796569,UNKNOWN,NA,NV,NA,30.18947452,-97.51796569,A04473
453,BRIDGE CLASS,TXDOT,0,RIVERINE,TRASH RACK ON BRIDGE,NA,TRAVIS,1ST ST,EAST BOULDIN CREEK,FIS,30.25691321,-97.75093524,NA,NA,NONE,142270B00002008,30.25691321,-97.75093524,A04474
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,MONROE ST,EAST BOULDIN CREEK,FIS,30.2491713,-97.75463838,NA,NA,NONE,142270B01006001,30.2491713,-97.75463838,A04475
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,ELIZABETH ST,EAST BOULDIN CREEK,FIS,30.24990356,-97.75395105,NA,NA,NONE,142270B00534001,30.24990356,-97.75395105,A04476
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,ANNIE ST,EAST BOULDIN CREEK,FIS,30.24719798,-97.75503485,NA,NA,NONE,142270B00108001,30.24719798,-97.75503485,A04477
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,MARY ST,EAST BOULDIN CREEK,FIS,30.24641418,-97.75572335,NA,NA,NONE,142270B00957002,30.24641418,-97.75572335,A04478
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,JOHANNA ST,EAST BOULDIN CREEK,FIS,30.24553478,-97.75627735,NA,NA,NONE,142270B00791001,30.24553478,-97.75627735,A04479
453,BRIDGE CLASS,CITY,0,RIVERINE,LONG CULVERT HARD TO PT TO ONE SPOT,NA,TRAVIS,OLTORF ST,EAST BOULDIN CREEK,FIS,30.24205544,-97.75944227,NA,NA,NONE,NA,30.24205544,-97.75944227,A04480
453,BRIDGE CLASS,CITY,0,RIVERINE,ADV_WARN,NA,TRAVIS,CUMBERLAND RD,EAST BOULDIN CREEK,FIS,30.23737478,-97.76035428,NA,NA,ADV_WARN,NA,30.23737478,-97.76035428,A04481
453,VENTED FORD,CITY,0,RIVERINE,GOOGLE SHOWS ONE BIG BOX,NA,TRAVIS,NORTHWOOD HILL RD,FORT BRANCH CREEK EAST BRANCH,FIS,30.29857047,-97.6797933,NA,NA,NONE,NA,30.29857047,-97.6797933,A04482
453,VENTED FORD,COUNTY,0,RIVERINE,NO STREET VIEW,NA,TRAVIS,RUNNING DEER TRL,APACHE SHORES CREEK,FIS,30.37738855,-97.91702349,NA,NA,NONE,NA,30.37738855,-97.91702349,A04483
453,VENTED FORD,COUNTY,0,RIVERINE,STREET VIEW SHOWS CMP AND CONC PIPES,NA,TRAVIS,GERONIMO TRL,"APACHE SHORES CREEK, TRIB",FIS,30.38054513,-97.92099562,NA,NA,NONE,NA,30.38054513,-97.92099562,A04484
453,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,TRAVIS,INDIAN CREEK RD,"APACHE SHORES CREEK, TRIB",FIS,30.38220942,-97.92915906,NA,NA,NONE,NA,30.38220942,-97.92915906,A04485
453,UNVENTED FORD,COUNTY,0,RIVERINE,NEAR CLHAYS-TRAVIS,NA,TRAVIS,UNNAMED ST,BEAR CREEK,FIS,30.1630302,-97.89739651,RAISED,NA,NV,NA,30.1630302,-97.89739651,A04486
453,VENTED FORD,COUNTY,0,RIVERINE,CMP,NA,TRAVIS,HEWITT LN,"BEAR CREEK, TRIB",FIS,30.14439681,-97.84697977,NA,NA,NONE,NA,30.14439681,-97.84697977,A04487
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,WESTLAKE DR,BEE CREEK,FIS,30.30305482,-97.79558212,NA,NA,NONE,142270B01545002,30.30305482,-97.79558212,A04488
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,FM 1431,BIG SANDY CREEK,FIS,30.51628555,-97.90869451,NA,NA,NONE,1.42E+14,30.51628555,-97.90869451,A04489
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TRAVIS,ROUND MOUNTAIN RD,BIG SANDY CREEK,FIS,30.57054741,-97.9476669,NA,NA,NONE,142270AA1097001,30.57054741,-97.9476669,A04490
453,BRIDGE CLASS,TXDOT,0,RIVERINE,CONC CULVERT,NA,TRAVIS,FM 1431,"BIG SANDY CREK, TRIB 1 (CHERR*",FIS,30.50659809,-97.91286766,NA,NA,NONE,1.42E+14,30.50659809,-97.91286766,A04491
453,BRIDGE CLASS,TXDOT,0,RIVERINE,NO RAIL - LOOKS LIKE LOW BRIDGE?,NA,TRAVIS,ROUND MOUNTAIN RD,"BIG SANDY CREEK, TRIB 3 (BING*",FIS,30.57999218,-97.94510171,NA,NA,GAUGE,142270AA1097002,30.57999218,-97.94510171,A04492
453,PEDESTRIAN CROSSING,CITY,0,RIVERINE,NA,NA,TRAVIS,BLUNN CREEK GREENBELT,BLUNN CREEK,FIS,30.24254685,-97.74560239,NA,NA,NONE,NA,30.24254685,-97.74560239,A04493
453,PEDESTRIAN CROSSING,CITY,0,RIVERINE,SWIMMING POOL CROSSING,NA,TRAVIS,BLUNN CREEK GREENBELT,BLUNN CREEK,FIS,30.24053855,-97.74726209,NA,NA,NONE,NA,30.24053855,-97.74726209,A04494
453,BRIDGE CLASS,TXDOT,0,RIVERINE,ADV_WARN,NA,TRAVIS,DELWAU  LN,BOGGU CREEK NORTH,FIS,30.26266845,-97.66847412,NA,NA,ADV_WARN,142270B03487001,30.26266845,-97.66847412,A04495
453,VENTED FORD,CITY,0,RIVERINE,SIGN/LIGHTS/WATCH FOR WATER ON RD,NA,TRAVIS,LAKEWOOD DR,BULL CREEK,FIS,30.36631298,-97.78710361,NA,NA,ADV_WARN,NA,30.36631298,-97.78710361,A04496
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,SPICEWOOD SPRINGS RD,BULL CREEK,FIS,30.37314089,-97.78463806,NA,NA,NONE,NA,30.37314089,-97.78463806,A04497
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,SPICEWOOD SPRINGS RD,BULL CREEK,FIS,30.37827052,-97.77898075,NA,NA,NONE,NA,30.37827052,-97.77898075,A04498
453,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,TRAVIS,SPICEWOOD SPRINGS RD,BULL CREEK,FIS,30.39037214,-97.7749321,NA,NA,GAUGE,NA,30.39037214,-97.7749321,A04499
453,VENTED FORD,CITY,0,RIVERINE,NA,NA,TRAVIS,HOEKE LN,CARSON CREEK,FIS,30.21392177,-97.68867677,NA,NA,NONE,NA,30.21392177,-97.68867677,A04500
453,VENTED FORD,CITY,0,RIVERINE,CONC PIPES,NA,TRAVIS,POSTON LN,CARSON CREEK,FIS,30.21437181,-97.68768303,NA,NA,NONE,NA,30.21437181,-97.68768303,A04501
453,BRIDGE CLASS,TXDOT,0,RIVERINE,3 CONC BOXES,NA,TRAVIS,RIVERSIDE DR,CARSON CREEK,FIS,30.21759625,-97.68366644,NA,NA,NONE,1.42E+14,30.21759625,-97.68366644,A04502
453,BRIDGE CLASS,TXDOT,0,RIVERINE,CONC BOXES,NA,TRAVIS,STASSNEY LN,CHERRY CREEK,FIS,30.21938571,-97.80765027,NA,NA,NONE,142270B02993001,30.21938571,-97.80765027,A04503
453,VENTED FORD,CITY,0,RIVERINE,ENTRANCE TO CHERRYWOOD CREEK GREENBELT,NA,TRAVIS,CHERRYWOOD RD,CLARKSON BRANCH,FIS,30.28972416,-97.71490029,NA,NA,NONE,NA,30.28972416,-97.71490029,A04504
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,SUN CITY BLVD,BERRY CREEK,FIS,30.71880889,-97.72722211,NA,NA,NONE,142460D03660002,30.71880889,-97.72722211,A04505
491,BRIDGE CLASS,TXDOT,0,RIVERINE,APPEARS TO BE NEW BRIDGE?,NA,WILLIAMSON,FM 973,BRUSHY CREEK,FIS,30.4693486,-97.46345107,NA,NA,NONE,1.42E+14,30.4693486,-97.46345107,A04506
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,CR 129,BRUSHY CREEK,FIS,30.48948613,-97.49905528,NA,NA,NONE,142460AA0439002,30.48948613,-97.49905528,A04507
491,VENTED FORD,CITY,0,RIVERINE,NA,NA,WILLIAMSON,MALLARD LN,BULL BRANCH,FIS,30.58886666,-97.42491999,NA,NA,NONE,NA,30.58886666,-97.42491999,A04508
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,NORTH DR,BULL BRANCH,FIS,30.5910273,-97.43078649,NA,NA,NONE,142460C00465001,30.5910273,-97.43078649,A04509
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,DAVIS ST,BULL BRANCH,FIS,30.5859673,-97.42034191,NA,NA,NONE,142460C00125001,30.5859673,-97.42034191,A04510
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,IH 35 SB FRONTAGE RD,LAKE CREEK,FIS,30.50714397,-97.68569317,NA,NA,NONE,1.42E+14,30.50714397,-97.68569317,A04511
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,BURNETT ST,LAKE CREEK,FIS,30.50627531,-97.67405757,NA,NA,GAUGE,142460E00190001,30.50627531,-97.67405757,A04512
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,ROUND ROCK DR,LAKE CREEK,FIS,30.50424788,-97.6944841,NA,NA,GAUGE,142460E00965001,30.50424788,-97.6944841,A04513
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,OAKRIDGE DR,LAKE CREEK,FIS,30.49787053,-97.70298447,NA,NA,GAUGE,142460E00853001,30.49787053,-97.70298447,A04514
491,VENTED FORD,CITY,0,RIVERINE,NA,NA,WILLIAMSON,FRONTIER TRL,"LAKE CREEK, TRIB 1",FIS,30.49203042,-97.68653892,NA,NA,NONE,NA,30.49203042,-97.68653892,A04515
491,VENTED FORD,CITY,0,RIVERINE,NA,NA,WILLIAMSON,WAGNER GAP DR,"LAKE CREEK, TRIB 1",FIS,30.4920892,-97.68557751,NA,NA,NONE,NA,30.4920892,-97.68557751,A04516
491,VENTED FORD,CITY,0,RIVERINE,ADV_WARN WITH GATES,NA,WILLIAMSON,NASH ST,"LAKE CREEK, TRIB 1",FIS,30.50382288,-97.67920166,NA,NA,GAUGE,NA,30.50382288,-97.67920166,A04517
491,VENTED FORD,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,FM 971,PECAN BRANCH,FIS,30.68628971,-97.54258305,NA,NA,NONE,NA,30.68628971,-97.54258305,A04518
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,CR 136,COTTONWOOD CREEK,FIS,30.55138238,-97.5425006,NA,NA,NONE,142460AA0447001,30.55138238,-97.5425006,A04519
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,FM 2243,BRUSHY CREEK,FIS,30.58225318,-97.84132081,NA,NA,NONE,1.42E+14,30.58225318,-97.84132081,A04520
491,VENTED FORD,CITY,0,RIVERINE,NA,NA,WILLIAMSON,SPANISH OAK TRL,BRUSHY CREEK,FIS,30.52873288,-97.75478715,NA,NA,NV,NA,30.52873288,-97.75478715,A04521
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,GREAT OAKS DR,BRUSHY CREEK,FIS,30.52173263,-97.73524074,NA,NA,NONE,142460AA0859001,30.52173263,-97.73524074,A04522
491,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,WILLIAMSON,CR 123,BRUSHY CREEK,FIS,30.53091213,-97.58974219,NA,NA,ADV_WARN,NA,30.53091213,-97.58974219,A04523
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,GATTIS SCHOOL RD,BRUSHY CREEK,FIS,30.496443,-97.63366188,NA,NA,NONE,142460E00455005,30.496443,-97.63366188,A04524
491,VENTED FORD,CITY,0,RIVERINE,NA,NA,WILLIAMSON,WELCH,"MUSTANG CREEK, TRIB 1",FIS,30.56580367,-97.43073656,NA,NA,NV,NA,30.56580367,-97.43073656,A04525
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,WELCH,MUSTANG CREEK,FIS,30.56549588,-97.43669665,NA,NA,NV,142460AA0442002,30.56549588,-97.43669665,A04526
491,VENTED FORD,CITY,0,RIVERINE,NA,NA,WILLIAMSON,RIO GRANDE ST,MUSTANG CREEK,FIS,30.55907764,-97.41854735,NA,NA,NV,NA,30.55907764,-97.41854735,A04527
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,SH 95 (S MAIN ST),MUSTANG CREEK,FIS,30.5592493,-97.40842559,NA,NA,NONE,1.42E+14,30.5592493,-97.40842559,A04528
491,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WILLIAMSON,LAKE DR (WESTLAKE DR),BULL BRANCH,FIS,30.58196504,-97.4152262,NA,NA,NONE,142460C00345003,30.58196504,-97.4152262,A04529
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 211,PARKERS CREEK,COUNTY,29.56038428,-99.33378516,UNKNOWN,NA,NV,NA,29.56038428,-99.33378516,A04530
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 111,"SECO CREEK, TRIB",COUNTY,29.55115307,-99.40745724,UNKNOWN,NA,NV,NA,29.55115307,-99.40745724,A04531
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 232,"HONDO CREEK, TRIB",COUNTY,29.51770817,-99.25011644,UNKNOWN,NA,NV,NA,29.51770817,-99.25011644,A04532
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 241,MARTIN CREEK,COUNTY,29.52091691,-99.1392132,UNKNOWN,NA,NV,NA,29.52091691,-99.1392132,A04533
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 241,MARTIN CREEK,COUNTY,29.54230371,-99.14721819,UNKNOWN,NA,NV,NA,29.54230371,-99.14721819,A04534
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 251,VERDE CREEK,COUNTY,29.5451604,-99.08208552,UNKNOWN,NA,NV,NA,29.5451604,-99.08208552,A04535
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 252,ELM CREEK,COUNTY,29.5208013,-99.06522613,UNKNOWN,NA,NV,NA,29.5208013,-99.06522613,A04536
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 252,MAINQUIHI CREEK,COUNTY,29.52195133,-99.03936601,UNKNOWN,NA,NV,NA,29.52195133,-99.03936601,A04537
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 252,MAINQUIHI CREEK,COUNTY,29.51423193,-99.03322971,UNKNOWN,NA,NV,NA,29.51423193,-99.03322971,A04538
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 252,MAIN QUICHI CREEK (ELM CRK),COUNTY,29.5051297,-99.02991198,UNKNOWN,NA,NV,NA,29.5051297,-99.02991198,A04539
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 2615,"MEDINA RIVER, TRIB",COUNTY,29.52210157,-98.93515954,GRADE,NA,NONE,NA,29.52210157,-98.93515954,A04540
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,CR 2615,"MEDINA RIVER, TRIB DIVERSION",COUNTY,29.51814386,-98.92363139,GRADE,NA,NONE,NA,29.51814386,-98.92363139,A04541
325,BRIDGE CLASS,TXDOT,0,RIVERINE,GAUGE NAILED TO TREE,NA,MEDINA,CR 2615,MEDINA RIVER DIVERSION LAKE,COUNTY,29.49801433,-98.90551946,NA,NA,GAUGE,151630AA0465001,29.49801433,-98.90551946,A04542
325,VENTED FORD,COUNTY,0,RIVERINE,NA,IDENTIFIED BY COUNTY,MEDINA,CR 371,DEEP CREEK,COUNTY,29.49883202,-98.88770669,NA,NA,NONE,NA,29.49883202,-98.88770669,A04543
325,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MEDINA,RED WING RD,DRAIN,COUNTY,29.50218604,-98.87129087,GRADE,NA,NONE,NA,29.50218604,-98.87129087,A04544
